property_id,city,locality,locality_tier,property_type,bhk,bathrooms,balconies,built_up_area,carpet_area,floor_number,total_floors,floor_category,facing,furnishing_status,property_age,parking_spaces,security_score,gym_available,swimming_pool,power_backup,lift_available,maintenance_fee_monthly,distance_to_city_center_km,distance_to_metro_km,nearby_schools,nearby_hospitals,transaction_type,price_in_lakhs,price_category
PROP-015246,Delhi,Dwarka,Standard,Apartment,4,4,4,1744,1475,9,17,Mid (5-9),South,Fully Furnished,4,2,3.1,0,0,1,1,2428,16.8,0.3,3,2,Resale,199.98,High
PROP-047314,Bangalore,Indiranagar,Premium,Apartment,3,3,0,1380,1106,3,5,Low (1-4),North-East,Fully Furnished,13,2,6.8,1,1,0,1,5512,9.3,0.7,2,3,Resale,207.53,High
PROP-019077,Mumbai,Navi Mumbai,Affordable,Row House,4,3,2,1954,1653,15,23,High (10-19),West,Fully Furnished,6,2,4.4,0,1,1,1,4911,22.7,0.1,4,1,Resale,129.87,Low
PROP-046238,Mumbai,Andheri,Standard,Independent House,2,3,1,1314,1087,14,22,High (10-19),South,Unfurnished,11,2,3.1,0,0,0,1,2542,10.4,2.3,1,2,Resale,117.3,Low
PROP-015684,Bangalore,Indiranagar,Premium,Studio,1,2,2,304,255,1,6,Low (1-4),West,Unfurnished,0,0,7.3,0,0,1,0,1499,7.7,10.1,3,2,Resale,46.41,Low
PROP-049670,Bangalore,Indiranagar,Premium,Villa,2,3,0,1151,947,7,13,Mid (5-9),North,Unfurnished,9,3,8.4,1,1,1,1,5675,8.8,0.5,4,3,Resale,176.38,Low
PROP-045596,Delhi,Noida Sector 62,Standard,Independent House,5,5,1,2511,2037,4,8,Low (1-4),North-East,Unfurnished,8,4,4.1,0,0,1,1,3301,15.0,0.3,2,0,Resale,218.75,High
PROP-047509,Mumbai,Navi Mumbai,Affordable,Row House,3,2,2,1339,1099,18,24,High (10-19),East,Unfurnished,6,1,8.4,0,0,0,1,2698,18.2,3.9,1,2,New,80.88,Low
PROP-032750,Bangalore,Whitefield,Standard,Independent House,5,6,4,2606,2266,13,20,High (10-19),South,Semi-Furnished,2,1,4.7,0,0,0,1,3497,11.9,0.6,4,2,Resale,291.5,High
PROP-000915,Bangalore,Whitefield,Standard,Independent House,5,5,4,2385,1975,17,20,High (10-19),North,Semi-Furnished,6,1,5.7,0,0,0,1,4145,14.1,1.1,0,3,Resale,257.3,High
PROP-008186,Bangalore,Whitefield,Standard,Apartment,2,3,3,829,702,7,14,Mid (5-9),North-East,Fully Furnished,0,1,4.3,0,0,1,1,1980,10.1,2.5,2,0,New,113.42,Low
PROP-009483,Delhi,Noida Sector 62,Standard,Independent House,4,5,3,1753,1405,2,8,Low (1-4),South-West,Unfurnished,40,0,4.4,0,0,0,1,2354,11.6,5.5,1,1,Resale,112.15,Low
PROP-032229,Bangalore,Koramangala,Premium,Independent House,3,3,4,1836,1513,2,9,Low (1-4),North,Fully Furnished,11,2,7.2,0,0,1,1,2881,12.0,0.8,2,1,New,314.93,High
PROP-035583,Hyderabad,Gachibowli,Standard,Apartment,3,3,0,1427,1250,0,5,Ground,South,Unfurnished,4,2,2.4,0,0,0,0,2602,11.5,5.6,3,2,Resale,102.12,Low
PROP-042769,Delhi,Dwarka,Standard,Villa,4,4,3,2218,1809,0,16,Ground,South-West,Fully Furnished,7,2,6.4,1,1,1,0,7064,19.1,0.8,4,0,New,295.76,High
PROP-013586,Delhi,Gurgaon DLF,Premium,Apartment,5,6,4,2172,1832,9,11,Mid (5-9),South,Fully Furnished,7,2,7.4,1,0,1,1,5838,6.7,6.0,4,2,Resale,211.42,High
PROP-007666,Delhi,South Delhi,Premium,Apartment,4,5,1,1878,1643,9,14,Mid (5-9),South,Fully Furnished,1,2,7.7,1,1,0,1,5938,6.2,4.7,8,2,Resale,312.98,High
PROP-031610,Bangalore,Electronic City,Standard,Apartment,3,3,4,1293,1056,22,28,Top (20+),North-East,Unfurnished,1,1,5.3,0,0,1,1,3152,10.9,0.1,3,0,Resale,127.42,Low
PROP-040049,Hyderabad,Gachibowli,Standard,Studio,1,2,2,599,481,1,8,Low (1-4),South-West,Unfurnished,10,0,3.9,0,0,0,0,1726,24.4,0.4,4,1,Resale,39.67,Low
PROP-036211,Hyderabad,Gachibowli,Standard,Apartment,4,5,2,1918,1645,18,25,High (10-19),North-East,Semi-Furnished,2,2,6.6,0,0,1,1,3089,10.6,3.5,2,2,New,120.51,Low
PROP-012429,Bangalore,Whitefield,Standard,Apartment,4,4,1,1744,1448,17,25,High (10-19),East,Fully Furnished,2,2,5.1,0,0,0,1,3652,12.4,0.7,2,1,Resale,134.93,Low
PROP-047449,Mumbai,Powai,Standard,Row House,4,5,1,1863,1503,5,14,Mid (5-9),South-East,Unfurnished,18,1,4.9,0,0,1,1,2351,15.3,2.6,4,3,Resale,153.81,Low
PROP-006146,Hyderabad,Gachibowli,Standard,Apartment,3,3,3,1445,1247,6,12,Mid (5-9),East,Semi-Furnished,4,4,2.6,0,0,0,1,2515,11.5,1.8,2,2,Resale,110.68,Low
PROP-016795,Bangalore,Electronic City,Standard,Apartment,2,2,2,946,763,0,4,Ground,East,Semi-Furnished,21,3,4.9,0,0,1,0,2555,13.2,1.2,1,4,Resale,63.48,Low
PROP-044487,Bangalore,Koramangala,Premium,Studio,1,1,1,425,362,0,10,Ground,East,Unfurnished,19,3,6.9,1,1,1,0,5347,4.5,0.7,2,2,Resale,36.07,Low
PROP-025601,Mumbai,Navi Mumbai,Affordable,Apartment,3,3,1,1390,1160,17,26,High (10-19),North-West,Semi-Furnished,0,2,4.7,0,0,0,1,2621,20.9,0.7,2,3,New,35.52,Low
PROP-048854,Delhi,Dwarka,Standard,Villa,4,4,4,2118,1749,0,15,Ground,South-East,Unfurnished,3,4,6.9,1,1,1,0,6384,11.9,4.6,4,0,Resale,203.16,High
PROP-026450,Hyderabad,Jubilee Hills,Premium,Row House,2,2,1,693,555,0,10,Ground,East,Unfurnished,3,3,7.7,0,1,1,0,3700,4.7,3.0,1,0,New,94.95,Low
PROP-027908,Delhi,Gurgaon DLF,Premium,Apartment,3,3,3,1242,1020,8,12,Mid (5-9),South-West,Fully Furnished,4,1,7.5,1,0,1,1,3187,6.0,0.3,3,3,Resale,203.63,High
PROP-034847,Hyderabad,Banjara Hills,Premium,Independent House,4,4,4,2176,1848,7,11,Mid (5-9),South,Unfurnished,5,2,6.1,1,1,0,1,7196,5.9,0.6,7,2,Resale,323.14,High
PROP-004726,Delhi,Noida Sector 62,Standard,Apartment,3,3,3,1520,1329,0,3,Ground,North,Unfurnished,4,1,5.9,0,0,1,0,2332,14.8,5.2,3,2,Resale,72.86,Low
PROP-026799,Mumbai,Powai,Standard,Row House,2,2,2,931,773,5,9,Mid (5-9),West,Unfurnished,2,0,5.0,0,0,0,1,1516,14.3,0.3,2,2,New,83.34,Low
PROP-045872,Mumbai,Andheri,Standard,Independent House,5,6,0,2619,2145,7,15,Mid (5-9),North-East,Fully Furnished,14,3,6.6,1,0,0,1,4785,10.5,8.6,2,1,Resale,293.66,High
PROP-033671,Bangalore,HSR Layout,Standard,Apartment,3,4,1,1094,919,32,34,Top (20+),South-East,Unfurnished,4,0,4.9,0,0,1,1,2069,10.3,0.8,0,2,New,113.53,Low
PROP-035230,Delhi,South Delhi,Premium,Studio,1,1,3,504,420,17,19,High (10-19),West,Unfurnished,11,1,7.2,1,0,0,1,3361,12.1,4.7,5,5,New,48.65,Low
PROP-025136,Bangalore,Indiranagar,Premium,Apartment,5,5,3,2452,2087,6,12,Mid (5-9),South-East,Semi-Furnished,7,0,6.2,1,1,0,1,8053,4.2,1.4,1,1,Resale,379.94,High
PROP-031402,Delhi,Noida Extension,Affordable,Apartment,3,3,1,1395,1159,29,30,Top (20+),East,Semi-Furnished,0,1,3.7,0,0,1,1,2360,18.5,4.8,0,2,New,68.5,Low
PROP-029888,Bangalore,Koramangala,Premium,Villa,4,5,1,2080,1741,12,20,High (10-19),South-East,Fully Furnished,17,5,8.8,1,1,1,1,6866,8.8,3.6,2,2,Resale,254.54,High
PROP-022841,Mumbai,Powai,Standard,Row House,4,4,2,1846,1609,15,21,High (10-19),East,Semi-Furnished,13,2,6.6,1,0,1,1,3897,11.8,1.7,3,0,Resale,233.23,High
PROP-048966,Bangalore,Indiranagar,Premium,Apartment,5,6,4,2383,1918,5,8,Mid (5-9),South-East,Semi-Furnished,1,2,6.6,1,1,1,1,6217,7.8,0.6,8,1,Resale,418.47,High
PROP-031601,Bangalore,Whitefield,Standard,Apartment,2,2,1,802,649,6,7,Mid (5-9),North-West,Fully Furnished,0,0,4.1,0,0,1,1,2020,15.0,4.2,1,2,New,91.46,Low
PROP-019416,Hyderabad,Banjara Hills,Premium,Villa,2,3,0,1336,1089,2,5,Low (1-4),West,Unfurnished,0,2,8.4,1,1,1,1,5954,5.0,1.6,3,6,Resale,230.27,High
PROP-027296,Mumbai,Navi Mumbai,Affordable,Independent House,4,4,3,2393,2007,5,7,Mid (5-9),North,Semi-Furnished,3,2,3.7,0,0,1,1,4090,18.9,0.5,2,4,New,151.08,Low
PROP-030537,Delhi,South Delhi,Premium,Apartment,3,3,1,1352,1156,16,24,High (10-19),North-East,Unfurnished,12,3,6.7,0,1,1,1,3472,6.2,11.2,3,0,Resale,192.58,High
PROP-039625,Mumbai,Navi Mumbai,Affordable,Row House,2,2,3,652,566,2,3,Low (1-4),East,Unfurnished,0,0,5.6,0,0,0,1,1743,18.4,0.1,1,1,Resale,35.22,Low
PROP-035812,Delhi,Gurgaon DLF,Premium,Apartment,3,3,1,1420,1212,0,18,Ground,North,Semi-Furnished,0,2,7.1,1,1,1,0,6062,5.0,4.6,2,2,New,235.59,High
PROP-018740,Hyderabad,Banjara Hills,Premium,Apartment,2,2,1,875,754,6,8,Mid (5-9),North-East,Fully Furnished,1,1,8.4,1,1,1,1,5506,17.7,1.9,4,6,Resale,156.83,Low
PROP-001212,Mumbai,Bandra,Premium,Villa,5,5,2,2617,2183,10,18,High (10-19),East,Fully Furnished,3,5,5.8,1,1,1,1,7262,4.2,0.8,7,3,Resale,394.24,High
PROP-037421,Bangalore,Koramangala,Premium,Villa,3,3,2,1956,1649,0,9,Ground,North-East,Semi-Furnished,5,3,9.6,0,1,1,0,6540,4.0,2.8,4,5,Resale,317.24,High
PROP-003503,Bangalore,Whitefield,Standard,Row House,3,3,2,1184,990,8,11,Mid (5-9),East,Semi-Furnished,8,3,7.2,0,0,0,1,3144,10.2,8.8,1,0,Resale,75.11,Low
PROP-044404,Delhi,South Delhi,Premium,Independent House,4,4,3,2057,1795,15,24,High (10-19),East,Semi-Furnished,0,1,6.1,0,0,1,1,3758,10.2,5.0,6,1,New,310.26,High
PROP-027115,Delhi,Gurgaon DLF,Premium,Row House,4,5,4,1753,1467,2,7,Low (1-4),North-West,Unfurnished,2,2,5.6,1,1,0,1,6225,5.8,0.7,7,1,Resale,226.56,High
PROP-014349,Bangalore,HSR Layout,Standard,Apartment,2,3,2,1196,989,6,13,Mid (5-9),West,Unfurnished,5,1,6.3,0,0,0,1,1421,16.5,2.1,3,1,Resale,130.45,Low
PROP-039647,Bangalore,Koramangala,Premium,Villa,3,3,1,1799,1539,10,19,High (10-19),South-East,Semi-Furnished,2,2,7.2,1,1,1,1,6536,5.9,3.8,6,1,Resale,237.71,High
PROP-006190,Mumbai,Andheri,Standard,Apartment,3,3,1,1244,1018,5,8,Mid (5-9),South,Semi-Furnished,13,0,4.3,0,0,0,1,2264,13.5,2.3,2,0,Resale,91.09,Low
PROP-007930,Hyderabad,Gachibowli,Standard,Apartment,4,4,1,1704,1459,4,10,Low (1-4),North-West,Fully Furnished,17,0,6.0,0,0,1,1,3019,14.8,0.9,0,2,New,119.06,Low
PROP-014695,Bangalore,HSR Layout,Standard,Apartment,2,2,2,821,670,8,14,Mid (5-9),North-West,Semi-Furnished,11,2,7.1,0,0,1,1,1760,11.7,2.6,4,1,Resale,67.74,Low
PROP-011855,Bangalore,Koramangala,Premium,Independent House,3,3,0,1700,1489,0,9,Ground,South,Unfurnished,12,2,6.1,0,1,1,0,4766,5.6,1.1,4,4,New,272.09,High
PROP-044303,Bangalore,Electronic City,Standard,Apartment,3,4,3,1255,1052,0,16,Ground,North-East,Unfurnished,22,1,6.8,0,0,1,0,2707,11.0,0.7,3,0,Resale,59.04,Low
PROP-011046,Mumbai,Andheri,Standard,Independent House,3,3,0,2000,1650,9,18,Mid (5-9),North-East,Unfurnished,7,1,4.4,0,0,1,1,3542,13.5,1.4,4,0,Resale,156.48,Low
PROP-015449,Mumbai,Bandra,Premium,Villa,4,5,1,1981,1590,13,16,High (10-19),East,Fully Furnished,19,1,10.0,1,1,1,1,6910,7.0,0.1,7,2,New,329.72,High
PROP-046525,Bangalore,Koramangala,Premium,Independent House,2,3,0,1247,1068,31,32,Top (20+),North-East,Unfurnished,26,1,5.4,1,1,1,1,5874,10.3,3.1,7,2,Resale,158.21,Low
PROP-049324,Bangalore,Indiranagar,Premium,Penthouse,5,5,2,2480,2074,23,24,Top (20+),East,Semi-Furnished,2,3,8.5,1,1,1,1,6330,6.1,1.2,4,0,Resale,466.97,High
PROP-022669,Bangalore,Whitefield,Standard,Apartment,2,3,0,781,663,0,5,Ground,North,Semi-Furnished,2,1,4.8,1,0,1,0,3761,11.6,0.2,2,2,New,63.68,Low
PROP-027925,Bangalore,Indiranagar,Premium,Row House,4,4,3,1739,1397,3,6,Low (1-4),South,Semi-Furnished,2,3,6.2,1,1,1,1,6357,5.5,3.3,2,3,Resale,342.04,High
PROP-005959,Bangalore,Indiranagar,Premium,Studio,1,2,1,507,410,8,9,Mid (5-9),South-West,Unfurnished,5,2,8.3,1,1,1,1,5554,6.0,0.7,6,3,Resale,81.27,Low
PROP-021368,Bangalore,Whitefield,Standard,Studio,1,2,1,547,480,9,17,Mid (5-9),North,Fully Furnished,5,0,5.6,0,0,1,1,2050,14.3,1.2,5,2,Resale,46.62,Low
PROP-035023,Mumbai,Thane,Affordable,Apartment,4,4,0,1576,1384,3,10,Low (1-4),East,Semi-Furnished,8,2,5.4,0,0,1,1,2598,23.0,0.1,2,1,Resale,43.89,Low
PROP-043375,Delhi,Noida Sector 62,Standard,Villa,4,4,2,2123,1838,2,7,Low (1-4),North-East,Fully Furnished,16,3,6.2,1,0,0,1,4854,17.4,1.2,2,1,New,185.07,Low
PROP-041309,Bangalore,Whitefield,Standard,Independent House,3,3,1,1635,1335,37,41,Top (20+),West,Unfurnished,1,2,4.1,0,0,1,1,3070,13.9,0.5,1,1,Resale,157.3,Low
PROP-002309,Bangalore,HSR Layout,Standard,Apartment,3,2,2,1289,1110,7,15,Mid (5-9),East,Unfurnished,16,5,6.8,0,0,1,1,2205,11.1,0.4,2,2,Resale,106.29,Low
PROP-021300,Mumbai,Navi Mumbai,Affordable,Villa,5,5,1,2475,2091,3,4,Low (1-4),North,Semi-Furnished,4,5,7.4,0,0,1,1,3138,19.3,1.4,4,0,Resale,111.18,Low
PROP-045189,Hyderabad,Madhapur,Standard,Apartment,2,2,1,973,845,6,7,Mid (5-9),South,Semi-Furnished,0,2,5.9,0,0,1,1,2281,10.3,3.2,1,1,Resale,100.36,Low
PROP-033916,Bangalore,Electronic City,Standard,Independent House,2,2,1,1303,1125,6,14,Mid (5-9),East,Semi-Furnished,0,0,4.4,0,0,1,1,2782,10.4,1.2,1,1,Resale,129.32,Low
PROP-023078,Mumbai,Navi Mumbai,Affordable,Independent House,5,6,2,2668,2144,11,17,High (10-19),East,Semi-Furnished,2,5,5.6,0,0,1,1,3507,19.0,2.6,3,2,Resale,134.07,Low
PROP-049836,Bangalore,Koramangala,Premium,Villa,4,4,2,2044,1719,3,6,Low (1-4),West,Semi-Furnished,2,3,8.0,1,1,1,1,6554,6.1,3.1,2,2,Resale,311.07,High
PROP-047643,Mumbai,Navi Mumbai,Affordable,Apartment,3,3,0,1390,1183,39,45,Top (20+),East,Semi-Furnished,25,2,6.2,0,0,0,1,1980,19.1,4.2,1,1,Resale,89.02,Low
PROP-001209,Bangalore,HSR Layout,Standard,Apartment,2,2,2,925,757,3,12,Low (1-4),South-West,Unfurnished,23,2,3.6,0,0,1,1,2188,10.5,3.8,5,3,Resale,42.92,Low
PROP-024321,Mumbai,Powai,Standard,Villa,5,5,2,2640,2196,2,5,Low (1-4),East,Semi-Furnished,3,5,6.4,0,1,1,1,6405,10.8,2.2,3,1,Resale,257.38,High
PROP-033694,Delhi,South Delhi,Premium,Villa,4,5,4,2298,2021,8,16,Mid (5-9),North,Semi-Furnished,24,5,8.4,1,1,1,1,6011,7.8,0.7,5,2,New,230.47,High
PROP-012961,Hyderabad,Jubilee Hills,Premium,Apartment,2,1,2,922,771,2,7,Low (1-4),South-West,Semi-Furnished,23,2,5.6,1,1,1,1,5399,4.4,0.5,8,2,Resale,118.15,Low
PROP-024125,Delhi,Dwarka,Standard,Apartment,3,3,1,1232,1002,5,12,Mid (5-9),North-West,Semi-Furnished,2,1,3.8,0,0,1,1,2893,13.0,2.6,2,2,Resale,113.79,Low
PROP-015769,Delhi,Noida Sector 62,Standard,Independent House,3,3,2,1755,1496,11,15,High (10-19),West,Fully Furnished,10,1,4.0,0,0,1,1,3094,12.5,9.4,2,1,New,147.65,Low
PROP-044050,Mumbai,Navi Mumbai,Affordable,Apartment,4,4,1,1739,1472,8,11,Mid (5-9),North,Fully Furnished,1,1,5.7,0,0,0,1,2771,18.4,2.0,4,3,New,53.13,Low
PROP-026740,Hyderabad,Banjara Hills,Premium,Independent House,4,5,2,2308,1878,1,2,Low (1-4),West,Fully Furnished,7,3,6.2,1,1,1,0,5886,7.0,0.4,7,4,Resale,325.32,High
PROP-037657,Hyderabad,Gachibowli,Standard,Apartment,2,2,2,896,751,5,11,Mid (5-9),North-East,Fully Furnished,1,3,5.0,0,0,1,1,1597,10.7,2.3,7,0,Resale,120.83,Low
PROP-042569,Hyderabad,Gachibowli,Standard,Apartment,2,3,1,1164,1019,15,18,High (10-19),South,Unfurnished,6,1,6.7,0,0,1,1,3199,13.5,3.5,1,1,Resale,108.97,Low
PROP-012255,Mumbai,Bandra,Premium,Studio,1,1,1,428,353,14,21,High (10-19),South-East,Semi-Furnished,11,0,5.9,0,1,0,1,4546,6.6,4.6,8,2,New,77.44,Low
PROP-033193,Hyderabad,Kondapur,Standard,Apartment,3,4,1,1099,882,28,29,Top (20+),North-East,Semi-Furnished,3,2,6.5,0,0,0,1,2709,10.4,2.9,0,2,Resale,147.9,Low
PROP-022429,Delhi,Noida Extension,Affordable,Villa,5,5,2,2531,2095,6,7,Mid (5-9),North-East,Unfurnished,1,5,7.4,1,0,1,1,5314,19.9,3.5,1,2,New,107.66,Low
PROP-033582,Bangalore,Whitefield,Standard,Independent House,4,4,3,2230,1834,4,8,Low (1-4),South,Unfurnished,4,1,5.4,0,0,0,1,3629,11.5,0.7,5,0,Resale,194.7,High
PROP-015109,Bangalore,Koramangala,Premium,Independent House,3,4,4,1693,1469,8,13,Mid (5-9),North,Semi-Furnished,0,2,6.4,0,0,0,1,3222,7.2,1.3,2,2,Resale,155.79,Low
PROP-000151,Mumbai,Andheri,Standard,Row House,4,4,3,1938,1596,0,6,Ground,South,Unfurnished,3,3,3.4,0,0,1,0,2520,15.9,2.1,1,1,Resale,118.52,Low
PROP-049141,Bangalore,Koramangala,Premium,Apartment,3,3,2,1375,1189,30,31,Top (20+),South,Semi-Furnished,4,2,8.3,1,0,1,1,4048,15.1,4.6,5,4,New,179.54,Low
PROP-002580,Mumbai,Bandra,Premium,Independent House,4,4,2,2206,1845,1,4,Low (1-4),East,Unfurnished,2,4,7.8,1,0,1,0,4385,4.6,0.2,7,3,Resale,359.53,High
PROP-040656,Mumbai,Andheri,Standard,Penthouse,5,5,3,2476,2034,3,7,Low (1-4),East,Fully Furnished,4,3,7.1,0,1,1,1,6115,10.6,1.9,0,3,Resale,259.74,High
PROP-016912,Hyderabad,Gachibowli,Standard,Independent House,4,4,3,2241,1950,5,13,Mid (5-9),West,Semi-Furnished,2,2,6.1,1,0,1,1,4435,10.6,0.1,1,1,Resale,220.67,High
PROP-021824,Bangalore,Whitefield,Standard,Apartment,4,5,2,1677,1354,5,7,Mid (5-9),North-East,Semi-Furnished,12,0,2.8,0,0,0,1,2591,11.8,0.2,0,1,Resale,106.62,Low
PROP-005042,Delhi,Noida Extension,Affordable,Independent House,3,3,3,1904,1530,8,17,Mid (5-9),East,Semi-Furnished,1,4,5.5,0,0,1,1,2232,26.0,1.5,3,0,Resale,56.48,Low
PROP-043438,Mumbai,Navi Mumbai,Affordable,Row House,4,4,3,1861,1577,1,6,Low (1-4),West,Unfurnished,4,2,2.7,1,0,0,0,3933,19.6,0.7,3,1,Resale,71.0,Low
PROP-031912,Mumbai,Bandra,Premium,Studio,1,1,2,445,387,18,27,High (10-19),East,Semi-Furnished,4,0,5.6,0,0,1,1,2955,12.1,0.4,6,1,Resale,45.98,Low
PROP-026114,Mumbai,Powai,Standard,Independent House,3,3,0,1739,1432,0,7,Ground,North-West,Fully Furnished,0,2,4.1,0,0,0,0,2895,14.6,0.2,2,2,Resale,90.58,Low
PROP-024067,Delhi,Noida Extension,Affordable,Apartment,2,2,0,952,772,11,16,High (10-19),North,Semi-Furnished,1,1,4.1,0,0,0,1,1946,21.0,0.7,1,2,New,43.93,Low
PROP-042642,Delhi,Gurgaon DLF,Premium,Villa,4,5,4,2209,1935,6,11,Mid (5-9),North-East,Fully Furnished,22,1,8.6,1,0,1,1,5053,6.3,2.8,4,2,New,331.06,High
PROP-030563,Bangalore,Whitefield,Standard,Villa,5,6,1,2740,2407,3,6,Low (1-4),North,Semi-Furnished,2,0,5.6,1,1,1,1,7331,10.3,1.0,4,3,Resale,304.85,High
PROP-009171,Mumbai,Thane,Affordable,Apartment,3,4,1,1413,1141,35,42,Top (20+),South,Unfurnished,2,2,4.0,0,0,1,1,3043,19.2,0.1,4,3,New,69.07,Low
PROP-002396,Mumbai,Thane,Affordable,Apartment,4,4,1,1758,1441,26,29,Top (20+),South,Unfurnished,5,2,2.8,0,0,1,1,2778,45.0,3.8,2,2,New,58.95,Low
PROP-044767,Mumbai,Bandra,Premium,Apartment,2,3,2,657,553,38,41,Top (20+),South,Semi-Furnished,8,3,7.8,1,0,1,1,4295,5.5,0.7,2,2,Resale,127.98,Low
PROP-032387,Hyderabad,Banjara Hills,Premium,Row House,3,3,2,1426,1156,4,12,Low (1-4),South-West,Unfurnished,8,1,7.6,1,0,1,1,2636,16.1,1.6,6,2,Resale,144.48,Low
PROP-018796,Mumbai,Andheri,Standard,Independent House,4,4,2,2340,2013,3,12,Low (1-4),South,Semi-Furnished,27,3,4.2,0,0,0,1,4012,11.8,4.7,3,0,Resale,184.78,Low
PROP-047180,Hyderabad,Kondapur,Standard,Independent House,4,5,1,2057,1667,18,22,High (10-19),South-West,Unfurnished,0,3,4.8,0,0,1,1,3070,11.6,1.8,1,1,New,226.46,High
PROP-038906,Mumbai,Powai,Standard,Independent House,4,4,4,2076,1741,4,9,Low (1-4),South,Semi-Furnished,8,2,7.5,0,0,1,1,3418,19.8,0.1,4,1,Resale,158.84,Low
PROP-006486,Hyderabad,Kondapur,Standard,Villa,2,3,2,1514,1224,12,14,High (10-19),North-West,Semi-Furnished,8,3,7.0,1,0,1,1,4089,10.9,3.0,3,1,New,129.4,Low
PROP-037122,Bangalore,HSR Layout,Standard,Independent House,3,3,2,1771,1548,4,6,Low (1-4),North,Unfurnished,12,2,2.2,0,1,1,1,4873,10.4,3.8,3,1,Resale,96.56,Low
PROP-018955,Delhi,Noida Sector 62,Standard,Apartment,3,4,1,1472,1252,1,10,Low (1-4),East,Fully Furnished,2,3,5.1,0,0,1,0,2252,10.7,3.4,0,3,Resale,148.39,Low
PROP-012513,Bangalore,Koramangala,Premium,Apartment,2,2,0,898,763,1,6,Low (1-4),West,Semi-Furnished,2,1,4.4,1,1,1,0,5937,4.3,0.9,5,1,Resale,131.11,Low
PROP-004465,Hyderabad,Gachibowli,Standard,Independent House,4,3,1,2179,1762,9,10,Mid (5-9),East,Unfurnished,1,2,3.6,1,0,1,1,4151,13.7,1.0,4,0,Resale,142.55,Low
PROP-029839,Mumbai,Andheri,Standard,Penthouse,5,5,1,2527,2047,15,17,High (10-19),North-East,Unfurnished,7,1,6.4,0,0,1,1,3929,10.6,4.1,3,3,New,172.62,Low
PROP-007014,Bangalore,HSR Layout,Standard,Apartment,1,1,0,567,475,19,21,High (10-19),North-West,Semi-Furnished,5,1,6.0,0,0,1,1,1405,10.5,0.9,1,2,Resale,63.45,Low
PROP-004440,Bangalore,HSR Layout,Standard,Apartment,3,3,3,1544,1253,5,6,Mid (5-9),East,Semi-Furnished,8,0,4.4,0,0,0,1,3188,15.4,0.1,3,0,Resale,89.92,Low
PROP-003963,Mumbai,Thane,Affordable,Apartment,3,3,1,1224,1024,9,18,Mid (5-9),South-West,Fully Furnished,5,3,3.7,0,0,1,1,2089,23.0,3.2,5,0,New,44.26,Low
PROP-026517,Mumbai,Thane,Affordable,Independent House,2,3,1,1252,1081,1,2,Low (1-4),North-East,Fully Furnished,15,1,4.2,0,0,0,0,2204,19.4,0.6,2,0,Resale,84.45,Low
PROP-009582,Delhi,Gurgaon DLF,Premium,Villa,5,6,4,2515,2189,31,40,Top (20+),South,Unfurnished,0,4,10.0,1,1,1,1,7554,5.5,10.4,2,0,Resale,436.35,High
PROP-036156,Delhi,Gurgaon DLF,Premium,Villa,3,3,1,1792,1496,13,22,High (10-19),West,Semi-Furnished,2,5,8.8,1,1,1,1,6900,9.2,3.3,7,2,Resale,314.27,High
PROP-030808,Delhi,Noida Extension,Affordable,Apartment,4,5,1,1861,1572,1,10,Low (1-4),South-West,Semi-Furnished,11,1,4.1,0,0,1,0,4174,19.9,3.7,1,3,Resale,63.72,Low
PROP-002411,Hyderabad,Banjara Hills,Premium,Independent House,4,4,4,2256,1857,7,14,Mid (5-9),East,Semi-Furnished,1,0,5.8,1,0,1,1,4163,5.8,6.7,4,3,Resale,385.21,High
PROP-002824,Delhi,Noida Sector 62,Standard,Apartment,2,2,1,980,821,17,22,High (10-19),West,Fully Furnished,2,0,5.0,0,0,1,1,1730,19.3,0.6,2,2,Resale,93.29,Low
PROP-029263,Bangalore,Koramangala,Premium,Apartment,2,2,1,949,821,9,15,Mid (5-9),West,Semi-Furnished,3,1,6.2,0,0,1,1,2103,4.3,2.1,1,3,Resale,113.78,Low
PROP-034066,Mumbai,Powai,Standard,Row House,5,5,1,2285,1871,9,17,Mid (5-9),North,Fully Furnished,2,4,5.4,0,0,0,1,3382,10.5,0.5,5,1,New,215.6,High
PROP-013426,Delhi,Gurgaon DLF,Premium,Studio,1,1,1,492,408,15,16,High (10-19),South,Semi-Furnished,3,0,6.1,0,0,1,1,2422,6.9,8.0,2,0,Resale,73.68,Low
PROP-046514,Bangalore,Whitefield,Standard,Apartment,1,2,3,574,485,4,5,Low (1-4),North,Semi-Furnished,22,1,6.7,0,0,1,1,1792,14.0,0.7,2,0,New,21.0,Low
PROP-002581,Hyderabad,Gachibowli,Standard,Apartment,3,3,2,1392,1185,4,5,Low (1-4),North,Semi-Furnished,15,3,4.3,0,0,1,1,1972,11.3,1.0,7,0,Resale,82.75,Low
PROP-023964,Hyderabad,Banjara Hills,Premium,Apartment,3,3,1,1216,1059,3,12,Low (1-4),North-West,Semi-Furnished,6,1,4.8,1,0,1,1,3686,4.9,2.4,1,0,New,212.52,High
PROP-013841,Delhi,Noida Extension,Affordable,Apartment,5,5,2,1927,1580,17,19,High (10-19),East,Unfurnished,0,3,6.6,0,0,0,1,3045,20.2,2.0,6,0,New,89.7,Low
